_id,Station ID,State,City,Station Name,Timestamp,PM2.5 (ug/m3),PM10 (ug/m3),NO (ug/m3),NO2 (ug/m3),NOx (ppb),NH3 (ug/m3),SO2 (ug/m3),CO (mg/m3),Ozone (ug/m3),Benzene (ug/m3),Toluene (ug/m3),Xylene (ug/m3),O Xylene (ug/m3),Eth-Benzene (ug/m3),MP-Xylene (ug/m3),AT (degC),RH (%),WS (m/s),WD (deg),RF (mm),TOT-RF (mm),SR (W/mt2),BP (mmHg),VWS (m/s)
45459,site_288,Tamil Nadu,Chennai,"Velachery Res. Area, Chennai - CPCB",2025-05-08T12:45:00,42.92,101.07,1.55,10.98,12.53,17.22,6.84,1.07,51.21,0.0,0.08,,,0.03,,,54.92,0.32,123.11,,,52.76,995.7,-0.5
45460,site_288,Tamil Nadu,Chennai,"Velachery Res. Area, Chennai - CPCB",2025-05-08T13:00:00,42.92,98.42,1.57,11.01,12.58,17.41,7.23,1.14,51.95,0.0,0.73,,,0.28,0.02,,51.81,0.35,110.4,,,53.86,995.5,-0.5
45461,site_288,Tamil Nadu,Chennai,"Velachery Res. Area, Chennai - CPCB",2025-05-08T13:15:00,43.05,97.81,1.6,11.03,12.63,17.59,7.32,1.15,52.04,0.0,0.0,,,,0.19,,51.25,0.36,126.53,,,53.29,995.4,-0.5
45462,site_288,Tamil Nadu,Chennai,"Velachery Res. Area, Chennai - CPCB",2025-05-08T13:30:00,43.28,97.81,1.61,11.05,12.65,17.63,7.27,1.14,51.79,0.0,0.0,,,,,,51.68,0.41,139.05,,,56.1,995.2,-0.5
45463,site_288,Tamil Nadu,Chennai,"Velachery Res. Area, Chennai - CPCB",2025-05-08T13:45:00,43.28,97.81,1.61,11.06,12.67,17.75,6.99,1.09,51.28,0.0,0.0,,,,,,54.47,0.4,144.03,,,59.82,994.9,-0.5
45464,site_288,Tamil Nadu,Chennai,"Velachery Res. Area, Chennai - CPCB",2025-05-08T14:00:00,43.28,94.78,1.63,11.05,12.68,17.84,7.06,1.1,51.57,0.0,0.0,,,,,,51.51,0.43,157.72,,,62.92,994.8,-0.5
45465,site_288,Tamil Nadu,Chennai,"Velachery Res. Area, Chennai - CPCB",2025-05-08T14:15:00,42.26,94.08,1.66,11.0,12.66,17.89,6.97,1.09,51.41,0.0,0.0,,,,,,48.65,0.45,153.89,,,65.11,994.6,-0.5
45466,site_288,Tamil Nadu,Chennai,"Velachery Res. Area, Chennai - CPCB",2025-05-08T14:30:00,40.57,94.08,1.71,10.94,12.65,17.85,7.3,1.15,51.19,0.0,0.0,,,,,,50.08,0.42,140.78,,,67.83,994.5,-0.5
45467,site_288,Tamil Nadu,Chennai,"Velachery Res. Area, Chennai - CPCB",2025-05-08T14:45:00,40.57,94.08,1.76,10.89,12.65,17.95,7.03,1.1,51.29,0.0,0.0,,,,,,50.41,0.4,158.83,,,72.98,994.3,-0.5
45468,site_288,Tamil Nadu,Chennai,"Velachery Res. Area, Chennai - CPCB",2025-05-08T15:00:00,40.57,82.61,1.82,10.83,12.65,17.98,6.94,1.09,50.95,0.0,0.0,,,,,,51.34,0.42,147.93,,,78.61,994.2,-0.5
45469,site_288,Tamil Nadu,Chennai,"Velachery Res. Area, Chennai - CPCB",2025-05-08T15:15:00,39.25,79.94,1.85,10.8,12.66,17.94,7.08,1.11,51.02,0.0,0.0,,,,,,50.4,0.41,138.29,,,82.55,994.1,-0.5
45470,site_288,Tamil Nadu,Chennai,"Velachery Res. Area, Chennai - CPCB",2025-05-08T15:30:00,36.98,79.94,1.88,10.79,12.66,17.88,7.03,1.1,50.77,0.0,0.06,,,,,,52.31,0.39,138.44,,,85.4,993.9,-0.5
45471,site_288,Tamil Nadu,Chennai,"Velachery Res. Area, Chennai - CPCB",2025-05-08T15:45:00,36.98,79.94,1.89,10.79,12.69,17.83,7.08,1.11,50.42,0.0,0.56,,,,,,54.65,0.43,139.61,,,86.04,993.6,-0.5
45472,site_288,Tamil Nadu,Chennai,"Velachery Res. Area, Chennai - CPCB",2025-05-08T16:00:00,36.98,72.5,1.92,10.77,12.69,17.8,7.28,1.14,50.12,0.0,0.0,,,,,,57.59,0.39,142.36,,,78.46,993.6,-0.5
45473,site_288,Tamil Nadu,Chennai,"Velachery Res. Area, Chennai - CPCB",2025-05-08T16:15:00,33.99,70.76,1.92,10.78,12.7,17.76,6.96,1.09,50.26,0.0,0.0,,,,,,57.7,0.43,156.42,,,49.27,994.0,-0.5
45474,site_288,Tamil Nadu,Chennai,"Velachery Res. Area, Chennai - CPCB",2025-05-08T16:30:00,29.06,70.76,1.92,10.81,12.73,17.64,6.92,1.08,49.85,0.0,0.06,,,,,,55.78,0.46,151.62,,,36.48,994.0,-0.5
45475,site_288,Tamil Nadu,Chennai,"Velachery Res. Area, Chennai - CPCB",2025-05-08T16:45:00,29.06,70.76,1.91,10.81,12.72,17.61,7.32,1.15,50.12,0.0,0.55,,,,0.02,,55.22,0.44,159.33,,,30.81,994.1,-0.5
45476,site_288,Tamil Nadu,Chennai,"Velachery Res. Area, Chennai - CPCB",2025-05-08T17:00:00,29.06,68.57,1.92,10.81,12.73,17.57,7.45,1.17,49.85,0.06,0.1,,,,0.19,,54.93,0.45,154.92,,,26.68,994.0,-0.5
45477,site_288,Tamil Nadu,Chennai,"Velachery Res. Area, Chennai - CPCB",2025-05-08T17:15:00,29.36,68.06,1.91,10.84,12.75,17.51,7.34,1.15,49.16,0.54,0.87,,,,,,57.82,0.41,160.91,,,22.84,994.2,-0.5
45478,site_288,Tamil Nadu,Chennai,"Velachery Res. Area, Chennai - CPCB",2025-05-08T17:30:00,29.87,68.06,1.9,10.87,12.77,17.37,7.34,1.15,48.46,0.0,0.06,,,,,,62.55,0.4,174.23,,,19.63,994.4,-0.5
45479,site_288,Tamil Nadu,Chennai,"Velachery Res. Area, Chennai - CPCB",2025-05-08T17:45:00,29.87,68.06,1.91,10.89,12.8,17.33,7.22,1.13,48.02,0.0,0.56,,,,,,65.87,0.42,158.27,,,17.7,994.7,-0.5
45480,site_288,Tamil Nadu,Chennai,"Velachery Res. Area, Chennai - CPCB",2025-05-08T18:00:00,29.87,67.2,1.85,10.95,12.8,17.49,7.31,1.15,47.83,0.0,0.06,,,,,,68.23,0.4,170.58,,,16.16,995.1,-0.5
45481,site_288,Tamil Nadu,Chennai,"Velachery Res. Area, Chennai - CPCB",2025-05-08T18:15:00,26.87,67.0,1.84,10.95,12.79,17.24,7.38,1.16,47.83,0.0,0.55,,,,,,68.1,0.44,159.31,,,14.27,995.4,-0.5
45482,site_288,Tamil Nadu,Chennai,"Velachery Res. Area, Chennai - CPCB",2025-05-08T18:30:00,21.93,67.0,1.82,10.96,12.79,17.09,7.51,1.18,47.73,0.0,0.0,,,,0.03,,69.39,0.42,185.71,,,12.67,995.6,-0.5
45483,site_288,Tamil Nadu,Chennai,"Velachery Res. Area, Chennai - CPCB",2025-05-08T18:45:00,21.93,67.0,1.82,11.08,12.9,17.05,7.36,1.16,47.67,0.0,0.0,,,,0.31,,70.25,0.45,165.12,,,11.18,995.7,-0.5
45484,site_288,Tamil Nadu,Chennai,"Velachery Res. Area, Chennai - CPCB",2025-05-08T19:00:00,21.93,71.68,1.82,11.15,12.97,16.99,7.6,1.2,47.66,0.0,0.0,,,,,,70.1,0.45,166.84,,,10.14,996.0,-0.5
45485,site_288,Tamil Nadu,Chennai,"Velachery Res. Area, Chennai - CPCB",2025-05-08T19:15:00,23.98,72.86,1.83,11.16,12.98,16.94,7.29,1.14,47.72,0.0,0.0,,,,,,69.22,0.39,164.04,,,9.94,995.8,-0.5
45486,site_288,Tamil Nadu,Chennai,"Velachery Res. Area, Chennai - CPCB",2025-05-08T19:30:00,27.35,72.86,1.83,11.16,12.99,16.84,7.54,1.19,47.69,0.0,0.0,,,0.04,,,69.63,0.44,171.57,,,9.51,996.1,-0.5
45487,site_288,Tamil Nadu,Chennai,"Velachery Res. Area, Chennai - CPCB",2025-05-08T19:45:00,27.35,72.86,1.82,11.15,12.97,16.81,7.44,1.17,47.59,0.0,0.0,,,0.32,,,70.86,0.42,180.72,,,9.02,996.3,-0.5
45488,site_288,Tamil Nadu,Chennai,"Velachery Res. Area, Chennai - CPCB",2025-05-08T20:00:00,27.35,71.8,1.78,11.17,12.95,16.94,8.05,1.27,47.49,0.0,0.0,,,0.03,,,72.75,0.42,183.69,,,8.96,996.7,-0.5
45489,site_288,Tamil Nadu,Chennai,"Velachery Res. Area, Chennai - CPCB",2025-05-08T20:15:00,29.52,71.55,1.78,11.16,12.95,16.97,7.89,1.25,47.5,0.0,0.0,,,0.24,,,72.38,0.42,193.29,,,9.2,996.9,-0.5
45490,site_288,Tamil Nadu,Chennai,"Velachery Res. Area, Chennai - CPCB",2025-05-08T20:30:00,33.27,71.55,1.83,11.27,13.1,16.89,7.72,1.22,47.75,0.0,0.0,,,,,,69.78,0.37,195.25,,,9.01,997.4,-0.5
45491,site_288,Tamil Nadu,Chennai,"Velachery Res. Area, Chennai - CPCB",2025-05-08T20:45:00,33.27,71.55,1.87,11.36,13.22,16.93,7.68,1.21,47.66,0.0,0.0,,,,,,70.61,0.26,166.82,,,9.39,997.8,-0.5
45492,site_288,Tamil Nadu,Chennai,"Velachery Res. Area, Chennai - CPCB",2025-05-08T21:00:00,33.27,76.89,1.88,11.37,13.25,17.06,7.55,1.19,47.24,0.0,0.0,,,,0.02,,73.88,0.45,144.01,,,9.6,997.9,-0.5
45493,site_288,Tamil Nadu,Chennai,"Velachery Res. Area, Chennai - CPCB",2025-05-08T21:15:00,32.37,78.14,1.88,11.25,13.14,16.99,7.58,1.19,47.49,0.0,0.0,,,,0.18,,74.17,0.42,188.45,,,9.73,998.1,-0.5
45494,site_288,Tamil Nadu,Chennai,"Velachery Res. Area, Chennai - CPCB",2025-05-08T21:30:00,30.82,78.14,1.88,11.21,13.09,16.79,7.69,1.21,47.72,0.0,0.0,,,,,,72.99,0.48,207.26,,,10.32,998.3,-0.5
45495,site_288,Tamil Nadu,Chennai,"Velachery Res. Area, Chennai - CPCB",2025-05-08T21:45:00,30.82,78.14,1.88,11.25,13.13,16.75,7.96,1.26,47.78,0.0,0.07,,,,,,70.82,0.45,195.34,,,10.33,998.4,-0.5
45496,site_288,Tamil Nadu,Chennai,"Velachery Res. Area, Chennai - CPCB",2025-05-08T22:00:00,30.82,81.9,1.86,11.32,13.19,16.84,7.57,1.19,47.79,0.0,0.69,,,,,,69.46,0.38,210.23,,,10.43,998.4,-0.5
45497,site_288,Tamil Nadu,Chennai,"Velachery Res. Area, Chennai - CPCB",2025-05-08T22:15:00,27.49,82.78,1.86,11.31,13.16,16.88,7.76,1.22,47.63,0.0,0.11,,,,,,67.57,0.14,334.03,,,10.8,998.4,-0.5
45498,site_288,Tamil Nadu,Chennai,"Velachery Res. Area, Chennai - CPCB",2025-05-08T22:30:00,22.0,82.78,1.84,11.29,13.13,16.79,7.54,1.19,46.72,0.0,1.11,,,,,,70.27,0.49,42.58,,,11.03,998.5,-0.5
45499,site_288,Tamil Nadu,Chennai,"Velachery Res. Area, Chennai - CPCB",2025-05-08T22:45:00,22.0,82.78,1.88,11.12,13.01,16.67,7.69,1.21,46.25,0.0,0.0,,,,,,69.82,0.45,20.21,,,10.98,998.5,-0.5
45500,site_288,Tamil Nadu,Chennai,"Velachery Res. Area, Chennai - CPCB",2025-05-08T23:00:00,22.0,84.59,1.92,11.13,13.05,16.72,8.06,1.27,46.15,0.0,0.11,,,,,,68.25,0.38,18.18,,,11.1,998.4,-0.5
45501,site_288,Tamil Nadu,Chennai,"Velachery Res. Area, Chennai - CPCB",2025-05-08T23:15:00,25.82,85.01,1.99,11.01,13.0,16.75,7.74,1.22,45.39,0.0,1.15,,,,,,73.4,0.37,52.77,,,11.27,998.1,-0.5
45502,site_288,Tamil Nadu,Chennai,"Velachery Res. Area, Chennai - CPCB",2025-05-08T23:30:00,32.11,85.01,2.05,11.02,13.07,16.68,7.3,1.15,46.36,0.0,0.0,,,,,,64.09,0.34,281.67,,,10.84,998.2,-0.5
45503,site_288,Tamil Nadu,Chennai,"Velachery Res. Area, Chennai - CPCB",2025-05-09T00:15:00,29.39,90.02,2.08,11.07,13.15,17.13,7.58,1.19,45.49,0.0,0.06,,,,,,69.8,0.18,294.46,,,11.24,997.6,-0.5
45504,site_288,Tamil Nadu,Chennai,"Velachery Res. Area, Chennai - CPCB",2025-05-09T00:30:00,24.68,90.02,2.04,11.04,13.08,16.98,7.68,1.21,45.38,0.0,0.6,,,,,,70.39,0.3,211.37,,,10.92,997.2,-0.5
45505,site_288,Tamil Nadu,Chennai,"Velachery Res. Area, Chennai - CPCB",2025-05-09T00:45:00,24.68,90.02,2.03,10.99,13.02,17.0,7.76,1.22,45.34,0.0,0.0,,,0.02,,,69.42,0.21,189.35,,,10.69,996.7,-0.5
45506,site_288,Tamil Nadu,Chennai,"Velachery Res. Area, Chennai - CPCB",2025-05-09T01:00:00,24.68,78.38,2.02,11.0,13.03,17.01,6.1,0.94,45.31,0.0,0.0,,,0.27,,,68.27,0.08,2.09,,,10.74,996.3,-0.5
45507,site_288,Tamil Nadu,Chennai,"Velachery Res. Area, Chennai - CPCB",2025-05-09T01:15:00,23.42,75.67,2.04,10.94,12.98,16.92,6.45,1.0,45.23,0.0,0.0,,,0.4,,,67.78,0.31,246.04,,,10.54,996.3,-0.5
45508,site_288,Tamil Nadu,Chennai,"Velachery Res. Area, Chennai - CPCB",2025-05-09T01:30:00,21.25,75.67,2.06,10.83,12.89,16.85,6.73,1.05,45.22,0.0,0.0,,,,,,67.79,0.22,238.88,,,10.5,996.2,-0.5
45509,site_288,Tamil Nadu,Chennai,"Velachery Res. Area, Chennai - CPCB",2025-05-09T01:45:00,21.25,75.67,2.07,10.87,12.95,16.86,6.46,1.0,45.09,0.0,0.0,,,,,,69.01,0.03,182.41,,,10.76,996.3,-0.5
45510,site_288,Tamil Nadu,Chennai,"Velachery Res. Area, Chennai - CPCB",2025-05-09T02:00:00,21.25,66.95,2.12,10.87,12.99,16.97,6.76,1.05,44.35,0.0,0.0,,,,,,74.64,0.48,28.34,,,11.02,996.0,-0.5
45511,site_288,Tamil Nadu,Chennai,"Velachery Res. Area, Chennai - CPCB",2025-05-09T02:15:00,19.76,64.92,2.2,10.82,13.01,17.06,6.65,1.04,43.76,0.0,0.0,,,0.03,,,78.96,0.53,40.95,,,11.3,995.8,-0.5
45512,site_288,Tamil Nadu,Chennai,"Velachery Res. Area, Chennai - CPCB",2025-05-09T02:30:00,17.31,64.92,2.27,10.75,13.02,17.12,6.79,1.06,43.59,0.0,0.0,,,0.28,,,80.12,0.36,0.43,,,11.58,995.7,-0.5
45513,site_288,Tamil Nadu,Chennai,"Velachery Res. Area, Chennai - CPCB",2025-05-09T02:45:00,17.31,64.92,2.32,10.7,13.02,17.22,6.75,1.05,44.4,0.0,0.0,,,,0.02,,71.67,0.28,315.56,,,11.17,995.7,-0.5
45514,site_288,Tamil Nadu,Chennai,"Velachery Res. Area, Chennai - CPCB",2025-05-09T03:00:00,17.31,56.3,2.34,10.71,13.05,17.22,6.75,1.05,44.54,0.0,0.0,,,,0.2,,72.03,0.31,311.88,,,11.32,995.8,-0.5
45515,site_288,Tamil Nadu,Chennai,"Velachery Res. Area, Chennai - CPCB",2025-05-09T03:15:00,19.08,54.29,2.33,10.76,13.09,17.23,6.63,1.03,44.39,0.0,0.0,,,,,,73.76,0.25,19.72,,,11.24,995.7,-0.5
45516,site_288,Tamil Nadu,Chennai,"Velachery Res. Area, Chennai - CPCB",2025-05-09T03:30:00,22.01,54.29,2.35,10.72,13.07,17.24,6.86,1.07,44.37,0.0,0.0,,,,,,74.54,0.06,333.51,,,11.32,995.7,-0.5
45517,site_288,Tamil Nadu,Chennai,"Velachery Res. Area, Chennai - CPCB",2025-05-09T03:45:00,22.01,54.29,2.38,10.72,13.09,17.26,6.83,1.07,44.5,0.0,0.0,,,,,,72.76,0.23,314.8,,,11.53,995.7,-0.5
45518,site_288,Tamil Nadu,Chennai,"Velachery Res. Area, Chennai - CPCB",2025-05-09T04:00:00,22.01,58.26,2.38,10.7,13.09,17.23,6.53,1.02,44.15,0.0,0.0,,,,,,74.74,0.05,109.11,,,11.58,995.7,-0.5
45519,site_288,Tamil Nadu,Chennai,"Velachery Res. Area, Chennai - CPCB",2025-05-09T04:15:00,19.79,59.19,2.41,10.64,13.04,17.13,6.3,0.98,44.07,0.0,0.0,,,,0.02,,75.33,0.23,337.56,,,11.33,995.8,-0.5
45520,site_288,Tamil Nadu,Chennai,"Velachery Res. Area, Chennai - CPCB",2025-05-09T04:30:00,15.94,59.19,2.42,10.62,13.03,17.16,6.55,1.02,44.05,0.0,0.0,,,,0.17,,76.4,0.27,274.72,,,11.24,996.0,-0.5
45521,site_288,Tamil Nadu,Chennai,"Velachery Res. Area, Chennai - CPCB",2025-05-09T04:45:00,15.94,59.19,2.42,10.66,13.09,17.17,6.48,1.01,43.92,0.0,0.0,,,,,,78.72,0.31,241.42,,,11.09,996.1,-0.5
45522,site_288,Tamil Nadu,Chennai,"Velachery Res. Area, Chennai - CPCB",2025-05-09T05:00:00,15.94,52.91,2.44,10.7,13.14,17.16,6.76,1.06,43.8,0.06,0.0,,,,,,80.09,0.34,280.76,,,11.04,996.3,-0.5
45523,site_288,Tamil Nadu,Chennai,"Velachery Res. Area, Chennai - CPCB",2025-05-09T05:15:00,14.46,51.44,2.49,10.63,13.12,17.15,6.53,1.02,43.72,0.58,0.0,,,,0.02,,79.82,0.41,340.64,,,11.68,996.5,-0.5
45524,site_288,Tamil Nadu,Chennai,"Velachery Res. Area, Chennai - CPCB",2025-05-09T05:30:00,11.89,51.44,2.5,10.67,13.17,17.06,6.46,1.0,43.28,0.06,0.0,,,0.04,0.17,,83.48,0.28,311.88,,,11.35,996.5,-0.5
45525,site_288,Tamil Nadu,Chennai,"Velachery Res. Area, Chennai - CPCB",2025-05-09T05:45:00,11.89,51.44,2.54,10.67,13.21,17.09,6.84,1.07,43.22,0.61,0.0,,,0.38,,,84.67,0.32,339.65,,,11.31,996.6,-0.5
45526,site_288,Tamil Nadu,Chennai,"Velachery Res. Area, Chennai - CPCB",2025-05-09T06:00:00,11.89,58.26,2.58,10.6,13.18,17.59,6.62,1.03,43.48,0.0,0.0,,,,,,83.24,0.29,332.44,,,11.45,996.9,-0.5
45527,site_288,Tamil Nadu,Chennai,"Velachery Res. Area, Chennai - CPCB",2025-05-09T06:15:00,10.87,59.84,2.62,10.55,13.17,17.46,6.55,1.02,43.62,0.0,0.0,,,,,,81.98,0.42,346.24,,,11.97,997.4,-0.5
45528,site_288,Tamil Nadu,Chennai,"Velachery Res. Area, Chennai - CPCB",2025-05-09T06:30:00,9.11,59.84,2.66,10.5,13.17,17.3,6.38,0.99,43.72,0.08,0.0,,,,,,80.29,0.4,337.2,,,12.23,997.6,-0.5
45529,site_288,Tamil Nadu,Chennai,"Velachery Res. Area, Chennai - CPCB",2025-05-09T06:45:00,9.11,59.84,2.69,10.48,13.17,17.29,6.43,1.0,43.96,0.82,0.0,,,,,,79.39,0.42,347.53,,,12.7,997.8,-0.5
45530,site_288,Tamil Nadu,Chennai,"Velachery Res. Area, Chennai - CPCB",2025-05-09T07:00:00,9.11,52.33,2.71,10.51,13.23,17.21,6.7,1.04,44.77,0.0,0.0,,,,,,76.52,0.4,330.37,,,13.27,998.1,-0.5
45531,site_288,Tamil Nadu,Chennai,"Velachery Res. Area, Chennai - CPCB",2025-05-09T07:15:00,16.95,50.59,2.75,10.49,13.25,17.16,6.76,1.06,45.76,0.0,0.0,,,0.02,,,72.05,0.27,294.44,,,14.23,998.3,-0.5
45532,site_288,Tamil Nadu,Chennai,"Velachery Res. Area, Chennai - CPCB",2025-05-09T07:30:00,29.88,50.59,2.77,10.55,13.32,17.17,6.59,1.03,46.4,0.0,0.0,,,0.23,,,70.31,0.4,228.63,,,15.59,998.4,-0.5
45533,site_288,Tamil Nadu,Chennai,"Velachery Res. Area, Chennai - CPCB",2025-05-09T07:45:00,29.88,50.59,2.77,10.67,13.44,17.22,6.76,1.06,46.61,0.0,0.0,,,,,,68.41,0.4,234.03,,,17.71,998.4,-0.5
45534,site_288,Tamil Nadu,Chennai,"Velachery Res. Area, Chennai - CPCB",2025-05-09T08:00:00,29.88,61.41,2.73,10.78,13.51,17.25,6.87,1.07,47.38,0.0,0.0,,,,,,65.16,0.25,229.72,,,19.58,998.6,-0.5
45535,site_288,Tamil Nadu,Chennai,"Velachery Res. Area, Chennai - CPCB",2025-05-09T08:15:00,27.22,63.93,2.68,10.85,13.54,17.2,6.46,1.0,47.85,0.0,0.0,,,,,,62.55,0.39,248.77,,,21.55,998.7,-0.5
45536,site_288,Tamil Nadu,Chennai,"Velachery Res. Area, Chennai - CPCB",2025-05-09T08:30:00,22.84,63.93,2.59,10.99,13.58,17.14,6.65,1.04,47.79,0.0,0.0,,,0.03,,,62.75,0.28,269.83,,,23.88,998.8,-0.5
45537,site_288,Tamil Nadu,Chennai,"Velachery Res. Area, Chennai - CPCB",2025-05-09T08:45:00,22.84,63.93,2.53,11.09,13.63,17.17,6.59,1.03,48.29,0.0,0.0,,,0.35,,,60.53,0.39,303.76,,,23.38,999.0,-0.5
45538,site_288,Tamil Nadu,Chennai,"Velachery Res. Area, Chennai - CPCB",2025-05-09T09:00:00,22.84,66.05,2.48,11.19,13.67,17.2,6.4,1.0,48.97,0.0,0.0,,,0.47,,,58.52,0.33,224.02,,,25.75,999.0,-0.5
45539,site_288,Tamil Nadu,Chennai,"Velachery Res. Area, Chennai - CPCB",2025-05-09T09:15:00,23.36,66.54,2.38,11.2,13.58,17.03,6.86,1.07,49.79,0.0,0.0,,,0.25,,,56.67,0.21,221.65,,,30.74,999.0,-0.5
45540,site_288,Tamil Nadu,Chennai,"Velachery Res. Area, Chennai - CPCB",2025-05-09T09:30:00,24.25,66.54,2.26,11.24,13.49,16.98,6.93,1.08,49.79,0.0,0.0,,,,0.03,,55.68,0.39,251.31,,,24.98,998.8,-0.5
45541,site_288,Tamil Nadu,Chennai,"Velachery Res. Area, Chennai - CPCB",2025-05-09T09:45:00,24.25,66.54,2.12,11.32,13.44,16.97,6.86,1.07,49.95,0.0,0.0,,,0.05,0.37,,54.85,0.38,222.92,,,25.13,998.7,-0.5
45542,site_288,Tamil Nadu,Chennai,"Velachery Res. Area, Chennai - CPCB",2025-05-09T10:00:00,24.25,65.7,1.78,11.57,13.35,16.87,6.85,1.07,50.62,0.0,0.0,,,0.59,0.19,,51.69,0.24,302.3,,,28.25,998.7,-0.5
45543,site_288,Tamil Nadu,Chennai,"Velachery Res. Area, Chennai - CPCB",2025-05-09T10:15:00,22.23,65.51,1.41,11.98,13.4,16.6,6.51,1.01,51.39,0.0,0.0,,,,,,46.95,0.38,229.43,,,28.88,998.4,-0.5
45544,site_288,Tamil Nadu,Chennai,"Velachery Res. Area, Chennai - CPCB",2025-05-09T10:30:00,18.9,65.51,1.35,11.79,13.14,16.28,6.47,1.01,52.02,0.0,0.0,,,,,,45.53,0.22,211.32,,,33.59,998.4,-0.5
45545,site_288,Tamil Nadu,Chennai,"Velachery Res. Area, Chennai - CPCB",2025-05-09T10:45:00,18.9,65.51,1.39,11.49,12.89,16.17,6.76,1.06,51.83,0.0,0.0,,,,0.02,,45.33,0.2,221.48,,,38.13,998.1,-0.5
45546,site_288,Tamil Nadu,Chennai,"Velachery Res. Area, Chennai - CPCB",2025-05-09T11:00:00,18.9,72.83,1.45,11.28,12.73,16.11,7.07,1.11,52.42,0.0,0.0,,,,0.19,,41.82,0.31,273.81,,,40.03,998.0,-0.5
45547,site_288,Tamil Nadu,Chennai,"Velachery Res. Area, Chennai - CPCB",2025-05-09T11:15:00,17.24,74.54,1.49,11.15,12.64,16.06,6.73,1.05,53.05,0.0,0.0,,,,,,41.81,0.24,225.88,,,40.01,997.6,-0.5
45548,site_288,Tamil Nadu,Chennai,"Velachery Res. Area, Chennai - CPCB",2025-05-09T11:30:00,14.52,74.54,1.52,11.06,12.59,16.06,6.76,1.06,52.71,0.0,0.0,,,,,,41.44,0.3,280.14,,,40.18,997.3,-0.5
45549,site_288,Tamil Nadu,Chennai,"Velachery Res. Area, Chennai - CPCB",2025-05-09T11:45:00,14.52,74.54,1.54,10.99,12.53,16.16,6.86,1.07,52.6,0.0,0.0,,,,,,41.6,0.32,275.3,,,43.44,997.0,-0.5
45550,site_288,Tamil Nadu,Chennai,"Velachery Res. Area, Chennai - CPCB",2025-05-09T12:00:00,14.52,80.48,1.55,10.96,12.51,16.2,6.98,1.09,53.53,0.0,0.05,,,,0.02,,39.16,0.14,231.26,,,44.35,996.8,-0.5
45551,site_288,Tamil Nadu,Chennai,"Velachery Res. Area, Chennai - CPCB",2025-05-09T12:15:00,16.11,81.86,1.55,10.94,12.49,16.26,6.84,1.07,54.17,0.0,0.61,,,,0.24,,36.63,0.12,318.68,,,44.66,996.6,-0.5
45552,site_288,Tamil Nadu,Chennai,"Velachery Res. Area, Chennai - CPCB",2025-05-09T12:30:00,18.74,81.86,1.55,10.92,12.48,16.32,6.79,1.06,54.01,0.0,0.0,,,,0.31,,43.92,0.25,121.41,,,46.14,996.4,-0.5
45553,site_288,Tamil Nadu,Chennai,"Velachery Res. Area, Chennai - CPCB",2025-05-09T12:45:00,18.74,81.86,1.51,10.95,12.46,16.43,6.55,1.02,53.28,0.0,0.0,,,,,,46.29,0.21,80.91,,,48.02,996.2,-0.5
45554,site_288,Tamil Nadu,Chennai,"Velachery Res. Area, Chennai - CPCB",2025-05-09T13:00:00,18.74,82.65,1.36,10.9,12.26,16.6,6.64,1.03,53.23,0.0,0.0,,,,,,46.63,0.27,87.36,,,48.64,995.8,-0.5
45555,site_288,Tamil Nadu,Chennai,"Velachery Res. Area, Chennai - CPCB",2025-05-09T13:15:00,16.89,82.83,1.32,10.71,12.02,16.59,6.15,0.95,53.06,0.0,0.0,,,,,,47.92,0.24,92.15,,,50.09,995.6,-0.5
45556,site_288,Tamil Nadu,Chennai,"Velachery Res. Area, Chennai - CPCB",2025-05-09T13:30:00,13.84,82.83,1.3,10.48,11.77,16.48,5.93,0.92,52.64,0.0,0.0,,,,,,49.79,0.28,91.58,,,53.3,995.4,-0.5
45557,site_288,Tamil Nadu,Chennai,"Velachery Res. Area, Chennai - CPCB",2025-05-09T13:45:00,13.84,82.83,1.3,10.41,11.71,16.54,5.8,0.89,52.41,0.0,0.0,,,,,,50.06,0.33,101.13,,,56.53,995.3,-0.5
45558,site_288,Tamil Nadu,Chennai,"Velachery Res. Area, Chennai - CPCB",2025-05-09T14:00:00,13.84,80.55,1.3,10.41,11.71,16.55,6.21,0.96,52.17,0.0,0.07,,,,0.02,,51.07,0.27,93.36,,,56.48,995.2,-0.5
45559,site_288,Tamil Nadu,Chennai,"Velachery Res. Area, Chennai - CPCB",2025-05-09T14:15:00,18.71,80.02,1.33,10.48,11.8,16.57,6.42,1.0,52.04,0.0,0.85,,,,0.21,,52.43,0.29,65.87,,,58.6,995.1,-0.5
45560,site_288,Tamil Nadu,Chennai,"Velachery Res. Area, Chennai - CPCB",2025-05-09T14:30:00,26.74,80.02,1.31,10.3,11.6,16.7,5.51,0.84,51.61,0.0,0.57,,,0.04,0.26,,53.64,0.31,65.17,,,62.11,994.9,-0.5
45561,site_288,Tamil Nadu,Chennai,"Velachery Res. Area, Chennai - CPCB",2025-05-09T14:45:00,26.74,80.02,1.31,10.14,11.45,16.74,5.11,0.78,51.48,0.0,0.0,,,0.44,,,54.91,0.23,82.12,,,66.48,994.8,-0.5
