_id,Station ID,State,City,Station Name,Timestamp,PM2.5 (ug/m3),PM10 (ug/m3),NO (ug/m3),NO2 (ug/m3),NOx (ppb),NH3 (ug/m3),SO2 (ug/m3),CO (mg/m3),Ozone (ug/m3),Benzene (ug/m3),Toluene (ug/m3),Xylene (ug/m3),O Xylene (ug/m3),Eth-Benzene (ug/m3),MP-Xylene (ug/m3),AT (degC),RH (%),WS (m/s),WD (deg),RF (mm),TOT-RF (mm),SR (W/mt2),BP (mmHg),VWS (m/s)
103,site_288,Tamil Nadu,Chennai,"Velachery Res. Area, Chennai - CPCB",2024-01-02T01:45:00,20.84,72.09,1.12,9.28,10.4,19.28,11.43,1.16,22.67,0.04,0.0,,,0.05,0.46,,91.85,1.96,86.68,,,,1010.4,-0.5
104,site_288,Tamil Nadu,Chennai,"Velachery Res. Area, Chennai - CPCB",2024-01-02T02:00:00,20.84,70.75,1.16,9.12,10.28,19.38,11.04,1.37,22.2,3.63,1.17,,,1.64,0.6,,91.85,1.76,83.6,,,,1010.2,-0.5
105,site_288,Tamil Nadu,Chennai,"Velachery Res. Area, Chennai - CPCB",2024-01-02T02:15:00,21.07,62.77,1.33,9.61,10.94,19.01,11.3,1.2,22.9,0.13,1.24,,,0.41,0.66,,91.85,1.02,61.21,,,,1010.0,-0.5
106,site_288,Tamil Nadu,Chennai,"Velachery Res. Area, Chennai - CPCB",2024-01-02T02:30:00,21.1,62.77,1.2,8.67,9.87,18.92,11.39,1.16,22.64,0.97,0.66,,,0.87,0.02,,91.9,1.73,81.23,,,,1009.8,-0.5
107,site_288,Tamil Nadu,Chennai,"Velachery Res. Area, Chennai - CPCB",2024-01-02T02:45:00,21.1,62.77,1.16,8.52,9.68,18.93,10.8,1.2,22.43,0.03,0.77,,,0.31,0.34,,91.62,1.95,87.3,,,,1009.7,-0.5
108,site_288,Tamil Nadu,Chennai,"Velachery Res. Area, Chennai - CPCB",2024-01-02T03:00:00,21.1,61.47,1.05,7.97,9.02,18.92,10.94,1.27,22.77,3.15,0.03,,,2.1,0.67,,88.0,1.32,352.68,,,,1009.7,-0.5
109,site_288,Tamil Nadu,Chennai,"Velachery Res. Area, Chennai - CPCB",2024-01-02T03:15:00,21.87,53.83,1.01,7.71,8.72,18.82,11.06,1.3,23.34,0.11,1.21,,,0.78,0.31,,88.43,1.0,20.69,,,,1009.7,-0.5
110,site_288,Tamil Nadu,Chennai,"Velachery Res. Area, Chennai - CPCB",2024-01-02T03:30:00,21.95,53.83,1.03,7.5,8.53,19.03,10.97,1.29,23.04,1.52,6.84,,,0.02,1.3,,89.16,1.18,353.69,,,,1009.7,-0.5
111,site_288,Tamil Nadu,Chennai,"Velachery Res. Area, Chennai - CPCB",2024-01-02T03:45:00,21.95,53.83,1.0,7.63,8.63,19.08,11.05,1.05,23.28,1.27,1.64,,,0.78,0.04,,88.77,1.96,330.38,,,,1009.7,-0.5
112,site_288,Tamil Nadu,Chennai,"Velachery Res. Area, Chennai - CPCB",2024-01-02T04:00:00,21.95,55.22,1.18,8.1,9.28,19.33,11.1,1.25,22.33,0.04,1.86,,,0.31,0.37,,91.86,1.93,340.32,,,,1009.7,-0.5
113,site_288,Tamil Nadu,Chennai,"Velachery Res. Area, Chennai - CPCB",2024-01-02T04:15:00,25.01,63.49,1.41,9.01,10.42,19.13,11.06,1.13,20.94,0.0,2.17,,,0.01,0.29,,92.03,1.4,63.2,,,,1009.8,-0.5
114,site_288,Tamil Nadu,Chennai,"Velachery Res. Area, Chennai - CPCB",2024-01-02T04:30:00,25.35,63.49,1.87,10.76,12.64,19.41,11.45,1.16,20.12,2.09,0.07,,,1.27,0.01,,91.98,0.97,23.77,,,,1009.9,-0.5
115,site_288,Tamil Nadu,Chennai,"Velachery Res. Area, Chennai - CPCB",2024-01-02T04:45:00,25.35,63.49,2.91,15.17,18.08,20.12,10.92,1.18,19.45,0.91,0.0,,,0.04,0.29,,92.01,1.0,38.29,,,,1010.0,-0.5
116,site_288,Tamil Nadu,Chennai,"Velachery Res. Area, Chennai - CPCB",2024-01-02T05:00:00,25.35,62.09,3.84,19.97,23.81,21.03,10.87,1.12,19.42,1.53,1.48,,,2.12,0.52,,91.87,1.6,87.99,,,,1010.0,-0.5
117,site_288,Tamil Nadu,Chennai,"Velachery Res. Area, Chennai - CPCB",2024-01-02T05:15:00,22.34,53.79,4.75,22.72,27.47,21.18,11.17,1.24,19.65,0.64,1.93,,,0.07,0.02,,91.89,1.94,97.3,,,,1010.0,-0.5
118,site_288,Tamil Nadu,Chennai,"Velachery Res. Area, Chennai - CPCB",2024-01-02T05:30:00,22.01,53.79,5.88,25.56,31.44,21.95,11.3,1.25,19.76,1.37,0.07,,,0.5,0.56,,91.9,1.59,83.36,,,,1010.1,-0.5
119,site_288,Tamil Nadu,Chennai,"Velachery Res. Area, Chennai - CPCB",2024-01-02T05:45:00,22.01,53.79,7.1,27.67,34.77,22.16,11.32,1.11,19.47,0.98,0.73,,,0.35,0.4,,91.97,1.62,88.86,,,,1010.3,-0.5
120,site_288,Tamil Nadu,Chennai,"Velachery Res. Area, Chennai - CPCB",2024-01-02T06:00:00,22.01,54.76,11.13,25.25,36.38,20.31,10.9,1.3,19.56,0.03,1.57,,,0.01,0.73,,91.89,1.39,357.03,,,,1010.5,-0.5
121,site_288,Tamil Nadu,Chennai,"Velachery Res. Area, Chennai - CPCB",2024-01-02T06:15:00,19.66,60.49,30.64,55.24,85.88,27.05,10.62,1.04,19.54,1.39,1.56,,,,0.02,,91.85,1.39,68.46,,,,1010.6,-0.5
122,site_288,Tamil Nadu,Chennai,"Velachery Res. Area, Chennai - CPCB",2024-01-02T06:30:00,19.4,60.49,17.01,41.12,58.14,24.54,10.93,1.09,19.41,1.02,1.72,,,,,,91.69,1.52,79.12,,,3.22,1010.8,-0.5
123,site_288,Tamil Nadu,Chennai,"Velachery Res. Area, Chennai - CPCB",2024-01-02T06:45:00,19.4,60.49,25.86,54.11,79.98,27.11,11.06,1.48,19.41,0.67,4.45,,,0.39,0.25,,91.54,1.09,7.6,,,16.69,1010.9,-0.5
124,site_288,Tamil Nadu,Chennai,"Velachery Res. Area, Chennai - CPCB",2024-01-02T07:00:00,19.4,62.39,25.98,50.2,76.18,26.5,11.12,0.7,19.34,0.02,0.15,,,1.6,0.01,,91.48,1.04,39.42,,,33.59,1011.2,-0.5
125,site_288,Tamil Nadu,Chennai,"Velachery Res. Area, Chennai - CPCB",2024-01-02T07:15:00,21.99,73.7,17.84,42.99,60.83,24.77,10.75,0.71,19.9,0.93,0.0,,,0.05,0.46,,91.41,1.18,346.52,,,41.74,1011.4,-0.5
126,site_288,Tamil Nadu,Chennai,"Velachery Res. Area, Chennai - CPCB",2024-01-02T07:30:00,22.28,73.7,17.36,53.92,71.28,25.9,10.89,0.66,19.86,1.93,0.0,,,1.21,0.02,,91.22,1.37,332.44,,,52.87,1011.6,-0.5
127,site_288,Tamil Nadu,Chennai,"Velachery Res. Area, Chennai - CPCB",2024-01-02T07:45:00,22.28,73.7,15.13,57.37,72.5,26.08,10.83,0.85,20.85,0.09,1.51,,,0.78,0.5,,88.58,1.16,330.42,,,66.8,1012.1,-0.49
128,site_288,Tamil Nadu,Chennai,"Velachery Res. Area, Chennai - CPCB",2024-01-02T08:00:00,22.28,75.86,10.37,51.69,62.06,24.59,11.45,0.66,20.87,0.0,0.07,,,1.23,0.02,,87.2,1.06,344.07,,,67.4,1012.3,-0.5
129,site_288,Tamil Nadu,Chennai,"Velachery Res. Area, Chennai - CPCB",2024-01-02T08:15:00,23.88,88.71,7.74,45.0,52.74,23.2,11.17,0.78,21.5,0.0,0.0,,,0.06,0.5,,85.62,1.02,4.78,,,86.84,1012.6,-0.5
130,site_288,Tamil Nadu,Chennai,"Velachery Res. Area, Chennai - CPCB",2024-01-02T08:30:00,24.06,88.71,9.25,50.44,59.68,23.98,11.2,0.75,21.66,0.67,4.96,,,0.57,0.31,,82.48,1.1,349.9,,,131.57,1012.8,-0.5
131,site_288,Tamil Nadu,Chennai,"Velachery Res. Area, Chennai - CPCB",2024-01-02T08:45:00,24.06,88.71,7.09,46.66,53.75,23.26,11.42,0.71,23.12,0.03,0.23,,,0.03,0.01,,78.82,1.09,359.49,,,144.06,1012.9,-0.5
132,site_288,Tamil Nadu,Chennai,"Velachery Res. Area, Chennai - CPCB",2024-01-02T09:00:00,24.06,90.97,7.06,51.44,58.5,23.46,11.15,0.63,22.31,0.0,0.0,,,1.02,,,80.84,1.06,74.86,,,102.03,1012.9,-0.5
133,site_288,Tamil Nadu,Chennai,"Velachery Res. Area, Chennai - CPCB",2024-01-02T09:15:00,21.72,104.41,6.1,48.75,54.85,22.92,11.54,0.6,22.96,0.0,1.34,,,0.37,,,79.96,0.89,60.14,,,139.74,1012.9,-0.5
134,site_288,Tamil Nadu,Chennai,"Velachery Res. Area, Chennai - CPCB",2024-01-02T09:30:00,21.46,104.41,7.15,53.87,61.02,23.76,10.91,0.6,22.54,0.0,1.43,,,0.79,,,76.17,1.14,99.11,,,220.25,1012.8,-0.5
135,site_288,Tamil Nadu,Chennai,"Velachery Res. Area, Chennai - CPCB",2024-01-02T09:45:00,21.46,104.41,4.48,45.37,49.85,22.41,10.99,0.62,24.75,0.87,0.06,,,0.45,0.35,,70.27,1.15,114.11,,,257.21,1012.7,-0.5
136,site_288,Tamil Nadu,Chennai,"Velachery Res. Area, Chennai - CPCB",2024-01-02T10:00:00,21.46,104.13,2.9,35.72,38.62,20.66,10.94,0.42,26.52,0.04,1.18,,,1.37,0.52,,65.33,1.54,103.73,,,279.48,1012.5,-0.5
137,site_288,Tamil Nadu,Chennai,"Velachery Res. Area, Chennai - CPCB",2024-01-02T10:15:00,27.41,102.49,2.01,26.63,28.64,19.02,11.05,0.78,26.6,0.0,0.99,,,0.89,0.02,,60.16,1.46,111.83,,,393.58,1012.4,-0.49
138,site_288,Tamil Nadu,Chennai,"Velachery Res. Area, Chennai - CPCB",2024-01-02T10:30:00,28.07,102.49,1.33,16.9,18.23,17.55,11.17,0.53,26.82,1.12,3.44,,,0.54,,,57.19,1.31,113.87,,,403.99,1012.3,-0.48
139,site_288,Tamil Nadu,Chennai,"Velachery Res. Area, Chennai - CPCB",2024-01-02T10:45:00,28.07,102.49,1.02,13.24,14.26,16.92,11.03,0.64,27.69,0.05,4.18,,,0.36,0.75,,60.34,1.46,106.5,,,372.88,1012.1,-0.49
140,site_288,Tamil Nadu,Chennai,"Velachery Res. Area, Chennai - CPCB",2024-01-02T11:00:00,28.07,101.74,0.85,11.9,12.74,19.02,11.45,0.68,26.85,1.36,6.15,,,0.92,0.75,,59.18,1.48,128.94,,,478.35,1012.1,-0.48
141,site_288,Tamil Nadu,Chennai,"Velachery Res. Area, Chennai - CPCB",2024-01-02T11:15:00,25.87,97.34,0.97,13.08,14.06,20.71,11.36,0.5,27.23,0.06,0.28,,,0.37,0.35,,58.21,1.35,120.59,,,345.97,1012.0,-0.49
142,site_288,Tamil Nadu,Chennai,"Velachery Res. Area, Chennai - CPCB",2024-01-02T11:30:00,25.62,97.34,1.28,16.69,17.96,20.75,10.87,0.55,29.67,1.72,0.0,,,1.61,0.26,,59.38,1.32,122.45,,,366.39,1011.6,-0.48
143,site_288,Tamil Nadu,Chennai,"Velachery Res. Area, Chennai - CPCB",2024-01-02T11:45:00,25.62,97.34,0.6,9.24,9.84,19.25,11.35,0.52,28.86,0.98,3.08,,,0.64,0.48,,60.0,1.54,111.62,,,212.34,1011.4,-0.49
144,site_288,Tamil Nadu,Chennai,"Velachery Res. Area, Chennai - CPCB",2024-01-02T12:00:00,25.62,96.96,0.54,9.1,9.64,18.57,11.25,0.47,30.15,1.79,0.14,,,1.2,0.34,,62.11,1.45,125.6,,,129.07,1011.1,-0.49
145,site_288,Tamil Nadu,Chennai,"Velachery Res. Area, Chennai - CPCB",2024-01-02T12:15:00,24.49,94.73,1.03,13.79,14.82,18.62,10.99,0.44,26.64,0.08,0.0,,,1.18,0.02,,63.34,1.29,104.47,,,125.82,1010.9,-0.49
146,site_288,Tamil Nadu,Chennai,"Velachery Res. Area, Chennai - CPCB",2024-01-02T12:30:00,24.37,94.73,1.4,18.85,20.25,18.8,10.96,0.56,26.77,2.22,2.82,,,0.28,,,62.7,1.27,96.49,,,238.91,1010.7,-0.49
147,site_288,Tamil Nadu,Chennai,"Velachery Res. Area, Chennai - CPCB",2024-01-02T12:45:00,24.37,94.73,1.3,15.88,17.18,18.65,11.24,0.52,26.34,1.6,1.36,,,0.01,0.42,,62.84,1.19,107.85,,,283.37,1010.4,-0.49
148,site_288,Tamil Nadu,Chennai,"Velachery Res. Area, Chennai - CPCB",2024-01-02T13:00:00,24.37,92.84,1.14,14.57,15.72,19.43,11.37,0.89,28.07,2.68,2.44,,,0.52,0.53,,62.7,1.1,109.51,,,282.48,1010.1,-0.49
149,site_288,Tamil Nadu,Chennai,"Velachery Res. Area, Chennai - CPCB",2024-01-02T13:15:00,28.2,81.7,1.4,17.7,19.1,20.01,11.33,0.77,26.99,0.99,0.11,,,1.39,0.52,,62.11,1.19,106.19,,,353.66,1009.9,-0.49
150,site_288,Tamil Nadu,Chennai,"Velachery Res. Area, Chennai - CPCB",2024-01-02T13:30:00,28.63,81.7,0.91,11.27,12.18,19.7,10.86,0.9,27.29,1.16,2.73,,,0.85,0.66,,62.5,1.14,101.3,,,303.59,1009.7,-0.49
151,site_288,Tamil Nadu,Chennai,"Velachery Res. Area, Chennai - CPCB",2024-01-02T13:45:00,28.63,81.7,0.84,10.83,11.67,19.81,11.44,0.72,25.31,0.05,0.13,,,0.04,0.03,,63.0,1.26,100.36,,,253.51,1009.4,-0.49
152,site_288,Tamil Nadu,Chennai,"Velachery Res. Area, Chennai - CPCB",2024-01-02T14:00:00,28.63,81.76,0.74,10.08,10.83,19.47,11.0,0.73,28.73,1.34,0.8,,,1.75,,,63.48,1.41,106.39,,,242.58,1009.2,-0.49
153,site_288,Tamil Nadu,Chennai,"Velachery Res. Area, Chennai - CPCB",2024-01-02T14:15:00,26.06,82.14,0.78,10.46,11.24,18.85,10.91,0.79,29.17,0.06,3.53,,,0.08,,,62.83,1.33,107.61,,,270.93,1009.1,-0.5
154,site_288,Tamil Nadu,Chennai,"Velachery Res. Area, Chennai - CPCB",2024-01-02T14:30:00,25.77,82.14,0.85,11.2,12.05,18.91,11.32,1.15,27.66,1.02,3.14,,,0.64,,,63.29,1.38,109.56,,,272.03,1009.0,-0.49
155,site_288,Tamil Nadu,Chennai,"Velachery Res. Area, Chennai - CPCB",2024-01-02T15:00:00,25.77,81.21,0.76,9.82,10.58,19.39,11.12,1.04,30.36,1.97,0.07,,,0.63,0.05,,62.14,1.3,105.48,,,216.39,1008.8,-0.49
156,site_288,Tamil Nadu,Chennai,"Velachery Res. Area, Chennai - CPCB",2024-01-02T15:15:00,29.61,75.65,2.1,17.52,19.63,20.15,11.2,1.23,26.99,0.65,1.35,,,0.49,,,65.12,1.4,103.52,,,201.15,1008.9,-0.49
157,site_288,Tamil Nadu,Chennai,"Velachery Res. Area, Chennai - CPCB",2024-01-02T15:30:00,30.03,75.65,1.7,17.66,19.37,20.4,10.99,0.59,26.52,0.67,0.06,,,0.02,0.86,,65.98,1.4,108.93,,,170.96,1009.0,-0.49
158,site_288,Tamil Nadu,Chennai,"Velachery Res. Area, Chennai - CPCB",2024-01-02T15:45:00,30.03,75.65,1.34,16.04,17.38,20.09,11.25,0.55,27.78,0.03,1.84,,,0.34,0.04,,66.19,1.3,115.21,,,150.83,1009.1,-0.5
159,site_288,Tamil Nadu,Chennai,"Velachery Res. Area, Chennai - CPCB",2024-01-02T16:00:00,30.03,76.66,1.56,17.6,19.16,20.1,10.82,0.69,26.62,1.32,2.28,,,0.02,1.0,,65.34,1.2,121.06,,,129.35,1009.1,-0.5
160,site_288,Tamil Nadu,Chennai,"Velachery Res. Area, Chennai - CPCB",2024-01-02T16:15:00,40.3,82.69,1.77,17.72,19.5,19.61,11.11,0.76,27.43,0.71,1.38,,,1.09,3.24,,65.12,1.45,118.97,,,106.75,1009.1,-0.5
161,site_288,Tamil Nadu,Chennai,"Velachery Res. Area, Chennai - CPCB",2024-01-02T16:30:00,41.44,82.69,1.23,12.84,14.08,19.19,11.12,0.73,25.52,1.57,7.19,,,3.5,1.34,,65.68,1.19,97.76,,,83.94,1009.1,-0.49
162,site_288,Tamil Nadu,Chennai,"Velachery Res. Area, Chennai - CPCB",2024-01-02T16:45:00,41.44,82.69,1.2,12.8,14.0,19.2,10.86,0.74,27.38,0.07,2.1,,,0.65,0.25,,67.17,1.43,104.61,,,64.38,1009.3,-0.49
163,site_288,Tamil Nadu,Chennai,"Velachery Res. Area, Chennai - CPCB",2024-01-02T17:00:00,41.44,81.23,1.19,12.46,13.65,18.97,11.2,0.68,28.86,1.44,1.06,,,0.56,0.2,,67.09,1.47,115.08,,,32.68,1009.4,-0.5
164,site_288,Tamil Nadu,Chennai,"Velachery Res. Area, Chennai - CPCB",2024-01-02T17:15:00,38.41,72.18,1.29,12.91,14.2,18.76,10.94,0.19,28.54,0.08,1.13,,,0.33,0.01,,65.99,1.1,117.93,,,22.27,1009.1,-0.5
165,site_288,Tamil Nadu,Chennai,"Velachery Res. Area, Chennai - CPCB",2024-01-02T17:30:00,38.1,68.34,1.38,14.1,15.49,18.99,10.61,0.55,35.08,0.0,0.07,,,0.43,0.25,,66.21,0.74,74.18,,,6.81,1004.5,-0.5
166,site_288,Tamil Nadu,Chennai,"Velachery Res. Area, Chennai - CPCB",2024-01-02T18:00:00,51.47,66.13,2.79,15.37,18.16,18.18,8.54,2.96,43.87,0.04,0.12,,,0.05,0.09,,69.38,0.58,41.17,,,,1002.1,-0.5
167,site_288,Tamil Nadu,Chennai,"Velachery Res. Area, Chennai - CPCB",2024-01-02T18:15:00,48.21,66.82,1.7,15.28,16.97,18.11,8.47,0.8,45.1,0.04,0.04,,,,,,71.61,0.52,44.37,,,,1002.3,-0.5
168,site_288,Tamil Nadu,Chennai,"Velachery Res. Area, Chennai - CPCB",2024-01-02T18:30:00,47.85,66.82,1.5,17.77,19.26,18.59,8.9,0.7,44.12,0.0,0.05,,,,0.06,,71.95,0.53,34.89,,,,1002.5,-0.5
169,site_288,Tamil Nadu,Chennai,"Velachery Res. Area, Chennai - CPCB",2024-01-02T18:45:00,47.85,66.82,1.31,16.88,18.19,19.42,8.75,1.0,44.26,0.0,0.06,,,0.03,0.02,,71.39,0.44,35.92,,,,1002.8,-0.5
170,site_288,Tamil Nadu,Chennai,"Velachery Res. Area, Chennai - CPCB",2024-01-02T19:00:00,47.85,69.4,1.23,16.23,17.46,19.77,8.99,1.3,45.89,0.15,0.21,,,0.02,0.02,,72.5,0.54,22.23,,,,1002.9,-0.5
171,site_288,Tamil Nadu,Chennai,"Velachery Res. Area, Chennai - CPCB",2024-01-02T19:15:00,48.1,84.67,1.44,18.02,19.46,19.91,8.45,1.2,44.36,0.04,0.04,,,0.01,0.01,,72.56,0.52,38.66,,,,1003.1,-0.5
172,site_288,Tamil Nadu,Chennai,"Velachery Res. Area, Chennai - CPCB",2024-01-02T19:30:00,48.13,84.67,1.49,17.3,18.79,20.46,8.48,1.0,42.79,0.03,0.04,,,0.04,0.03,,71.91,0.62,28.47,,,,1003.4,-0.5
173,site_288,Tamil Nadu,Chennai,"Velachery Res. Area, Chennai - CPCB",2024-01-02T19:45:00,48.13,84.67,1.49,16.7,18.2,20.52,8.36,1.0,46.43,0.03,0.14,,,,0.02,,72.77,0.53,29.73,,,,1003.8,-0.5
174,site_288,Tamil Nadu,Chennai,"Velachery Res. Area, Chennai - CPCB",2024-01-02T20:00:00,48.13,83.25,2.87,23.28,26.16,20.68,8.78,1.3,43.4,0.04,0.07,,,0.02,0.01,,75.14,0.53,28.49,,,,1003.9,-0.5
175,site_288,Tamil Nadu,Chennai,"Velachery Res. Area, Chennai - CPCB",2024-01-02T20:15:00,46.35,74.87,3.96,31.14,35.1,20.77,8.71,1.1,43.37,0.0,0.0,,,0.02,,,77.83,0.5,28.21,,,,1004.1,-0.5
176,site_288,Tamil Nadu,Chennai,"Velachery Res. Area, Chennai - CPCB",2024-01-02T20:30:00,46.16,74.87,2.02,20.62,22.64,19.67,8.6,1.3,40.96,0.03,0.03,,,0.01,0.02,,79.6,0.5,18.32,,,,1004.1,-0.5
177,site_288,Tamil Nadu,Chennai,"Velachery Res. Area, Chennai - CPCB",2024-01-02T20:45:00,46.16,74.87,2.16,22.61,24.77,19.73,8.64,1.0,38.35,0.02,0.04,,,0.04,,,81.15,0.55,24.91,,,,1004.2,-0.5
178,site_288,Tamil Nadu,Chennai,"Velachery Res. Area, Chennai - CPCB",2024-01-02T21:00:00,46.16,74.09,2.62,28.27,30.89,19.95,8.79,1.0,34.26,0.0,0.0,,,0.07,0.03,,82.64,0.53,28.0,,,,1004.3,-0.5
179,site_288,Tamil Nadu,Chennai,"Velachery Res. Area, Chennai - CPCB",2024-01-02T21:15:00,41.39,69.52,7.78,54.13,61.91,22.32,8.81,1.0,32.11,0.03,0.0,,,0.03,,,82.66,0.55,24.07,,,,1004.3,-0.5
180,site_288,Tamil Nadu,Chennai,"Velachery Res. Area, Chennai - CPCB",2024-01-02T21:30:00,40.86,69.52,3.43,35.03,38.46,20.35,8.9,1.0,32.31,0.0,0.03,,,0.03,,,83.82,0.55,24.41,,,,1004.3,-0.5
181,site_288,Tamil Nadu,Chennai,"Velachery Res. Area, Chennai - CPCB",2024-01-02T21:45:00,40.86,69.52,6.68,44.74,51.41,21.24,8.55,1.0,27.95,0.0,0.0,,,,0.02,,85.94,0.55,27.41,,,,1004.2,-0.5
182,site_288,Tamil Nadu,Chennai,"Velachery Res. Area, Chennai - CPCB",2024-01-02T22:00:00,40.86,69.85,2.8,25.81,28.61,19.28,8.72,1.1,30.61,0.04,0.04,,,0.01,0.06,,85.64,0.55,28.2,,,,1004.1,-0.5
183,site_288,Tamil Nadu,Chennai,"Velachery Res. Area, Chennai - CPCB",2024-01-02T22:15:00,34.83,71.78,2.18,20.6,22.79,18.53,8.74,1.1,32.81,0.03,0.03,,,,0.02,,84.55,0.54,26.31,,,,1004.1,-0.5
184,site_288,Tamil Nadu,Chennai,"Velachery Res. Area, Chennai - CPCB",2024-01-02T22:30:00,34.16,71.78,5.8,36.01,41.8,20.26,8.69,1.0,29.24,0.02,0.19,,,0.03,0.03,,84.6,0.55,33.8,,,,1003.9,-0.5
185,site_288,Tamil Nadu,Chennai,"Velachery Res. Area, Chennai - CPCB",2024-01-02T22:45:00,34.16,71.78,2.34,20.33,22.67,18.3,8.91,0.9,31.85,0.02,0.09,,,0.06,,,85.37,0.55,28.81,,,,1003.5,-0.5
186,site_288,Tamil Nadu,Chennai,"Velachery Res. Area, Chennai - CPCB",2024-01-02T23:00:00,34.16,70.31,1.8,15.89,17.69,17.8,8.61,1.0,28.79,0.0,0.04,,,,,,85.48,0.56,25.2,,,,1003.5,-0.5
187,site_288,Tamil Nadu,Chennai,"Velachery Res. Area, Chennai - CPCB",2024-01-02T23:15:00,28.05,61.61,1.63,14.18,15.81,17.23,8.81,1.0,32.52,0.03,0.0,,,0.03,0.02,,87.83,0.56,29.69,,,,1003.2,-0.5
188,site_288,Tamil Nadu,Chennai,"Velachery Res. Area, Chennai - CPCB",2024-01-02T23:30:00,27.29,61.61,1.63,14.3,15.93,17.27,8.68,1.0,34.7,0.02,0.05,,,0.04,0.02,,88.13,0.56,29.04,,,,1003.1,-0.5
189,site_288,Tamil Nadu,Chennai,"Velachery Res. Area, Chennai - CPCB",2024-01-03T00:00:00,27.29,62.48,1.73,15.31,17.05,17.38,8.95,1.3,35.42,0.09,0.03,,,0.04,0.01,,88.19,0.54,339.5,,,,1002.9,-0.5
190,site_288,Tamil Nadu,Chennai,"Velachery Res. Area, Chennai - CPCB",2024-01-03T00:15:00,25.94,67.64,1.73,14.94,16.67,17.19,8.95,1.0,33.0,0.04,0.04,,,0.02,0.02,,90.28,0.56,334.36,,,,1002.9,-0.5
191,site_288,Tamil Nadu,Chennai,"Velachery Res. Area, Chennai - CPCB",2024-01-03T00:30:00,25.79,67.64,1.77,14.07,15.84,17.36,8.76,1.1,28.53,0.06,0.17,,,0.03,0.06,,91.17,0.54,343.33,,,,1002.9,-0.5
192,site_288,Tamil Nadu,Chennai,"Velachery Res. Area, Chennai - CPCB",2024-01-03T00:45:00,25.79,67.64,1.81,13.37,15.18,17.36,8.73,0.9,25.26,0.0,0.07,,,0.02,0.02,,91.23,0.55,27.12,,,,1002.7,-0.5
193,site_288,Tamil Nadu,Chennai,"Velachery Res. Area, Chennai - CPCB",2024-01-03T01:00:00,25.79,66.05,2.06,12.89,14.95,17.39,9.32,0.5,23.49,0.03,0.1,,,0.01,0.03,,91.25,0.53,16.6,,,,1002.5,-0.5
194,site_288,Tamil Nadu,Chennai,"Velachery Res. Area, Chennai - CPCB",2024-01-03T01:15:00,24.76,56.58,2.55,13.32,15.87,17.36,8.8,0.6,22.23,0.0,0.05,,,,0.01,,91.27,0.56,13.36,,,,1002.2,-0.5
195,site_288,Tamil Nadu,Chennai,"Velachery Res. Area, Chennai - CPCB",2024-01-03T01:30:00,24.63,56.58,2.8,15.03,17.83,17.57,8.22,0.7,21.33,0.03,0.0,,,0.04,,,91.26,0.56,34.24,,,,1002.0,-0.5
196,site_288,Tamil Nadu,Chennai,"Velachery Res. Area, Chennai - CPCB",2024-01-03T01:45:00,24.63,56.58,3.3,18.92,22.22,17.98,9.0,0.7,20.5,0.05,0.02,,,0.03,0.01,,91.28,0.56,34.69,,,,1001.7,-0.5
197,site_288,Tamil Nadu,Chennai,"Velachery Res. Area, Chennai - CPCB",2024-01-03T02:00:00,24.63,55.9,3.98,22.69,26.67,18.59,8.88,1.0,20.18,0.04,0.0,,,0.05,0.01,,91.31,0.53,26.46,,,,1001.7,-0.5
198,site_288,Tamil Nadu,Chennai,"Velachery Res. Area, Chennai - CPCB",2024-01-03T02:15:00,24.04,51.9,5.18,25.17,30.35,19.03,8.65,0.7,19.67,0.0,0.02,,,0.01,0.01,,91.27,0.55,315.29,,,,1001.5,-0.5
199,site_288,Tamil Nadu,Chennai,"Velachery Res. Area, Chennai - CPCB",2024-01-03T02:30:00,23.96,51.9,5.6,25.55,31.15,19.36,8.39,0.6,19.56,0.03,0.06,,,,0.05,,91.28,0.53,351.61,,,,1001.4,-0.5
200,site_288,Tamil Nadu,Chennai,"Velachery Res. Area, Chennai - CPCB",2024-01-03T02:45:00,23.96,51.9,6.63,25.55,32.18,19.72,8.35,0.7,19.1,0.0,0.08,,,0.03,0.02,,91.25,0.53,344.73,,,,1001.3,-0.5
201,site_288,Tamil Nadu,Chennai,"Velachery Res. Area, Chennai - CPCB",2024-01-03T03:00:00,23.96,52.89,7.19,26.03,33.22,19.96,8.93,0.7,19.55,0.02,0.09,,,,0.04,,91.23,0.53,343.93,,,,1001.1,-0.5
202,site_288,Tamil Nadu,Chennai,"Velachery Res. Area, Chennai - CPCB",2024-01-03T03:15:00,19.01,58.77,7.71,25.94,33.65,20.06,8.38,0.6,19.7,0.0,0.03,,,0.02,,,91.24,0.56,0.16,,,,1001.1,-0.5
203,site_288,Tamil Nadu,Chennai,"Velachery Res. Area, Chennai - CPCB",2024-01-03T03:30:00,18.46,58.77,8.37,27.41,35.78,20.5,9.03,0.6,19.86,0.06,0.12,,,0.03,,,91.24,0.54,352.28,,,,1001.1,-0.5
204,site_288,Tamil Nadu,Chennai,"Velachery Res. Area, Chennai - CPCB",2024-01-03T03:45:00,18.46,58.77,9.05,27.61,36.66,20.76,8.32,0.9,19.52,0.0,0.01,,,,0.01,,91.24,0.52,359.27,,,,1001.2,-0.5
